iter	RMSE
112	0.08798112887
113	0.08790304476
114	0.0875113725
115	0.08743970578
116	0.08697349514
117	0.08668761893
118	0.08661900286
119	0.08624435505
120	0.08594740843
121	0.08568912839
122	0.08533250873
123	0.08527365728
124	0.08510612079
125	0.08482886812
126	0.0845389715
127	0.08424936093
128	0.08412890859
129	0.08390526965
130	0.08354195411
131	0.0833401866
132	0.08327213879
133	0.08320286242
134	0.08289604803
135	0.08269570365
136	0.08215370098
137	0.08168504764
138	0.08131338143
139	0.0809701661
140	0.08073670089
141	0.08022458436
142	0.0797038469
143	0.07951639854
144	0.07911014746
145	0.0787644708
146	0.07837787809
147	0.07833756908
148	0.0779315028
149	0.07774985857
150	0.07750562028
151	0.07745585352
152	0.07709155821
153	0.07697695227
154	0.07673210532
155	0.07662693018
156	0.07633475114
157	0.07607556806
158	0.07582989596
159	0.07557294606
160	0.07527671049
161	0.07496507418
162	0.07472692346
163	0.07442444292
164	0.07436938801
165	0.07401821994
166	0.0738098884
167	0.07374255694
168	0.07351420242
169	0.07321577032
170	0.07276693556
171	0.07245247124
172	0.07194616512
173	0.07175861361
174	0.07142408916
175	0.0712374699
176	0.07119050134
177	0.07104565677
178	0.07084015693
179	0.07073116916
180	0.070538121
181	0.07025787647
182	0.0700399401
183	0.06992588504
184	0.06961958161
185	0.06938459258
186	0.06899957837
187	0.06867826294
188	0.0684670717
189	0.06835495277
190	0.06806192843
191	0.06781236061
192	0.06769736678
193	0.06755092157
194	0.06747409481
195	0.06705998575
196	0.06702439491
197	0.06667810124
198	0.06659399348
199	0.06634618042
200	0.06605173737
201	0.06579114344
202	0.0656068143
203	0.06540003075
204	0.06511534592
205	0.06488795088
206	0.06480361245
207	0.06477306375
208	0.06458343139
209	0.06430210322
210	0.06408908404
211	0.06380033149
212	0.06348720049
213	0.06336235923
214	0.06331686606
215	0.06328535318
216	0.06297618179
217	0.06294192114
218	0.06284114514
219	0.06274280416
220	0.06268827362
221	0.06242523796
222	0.06208498801
223	0.06182377971
224	0.06155277508
225	0.06152395486
226	0.06116469834
227	0.06098728746
228	0.06092296414
229	0.06089671381
230	0.06069602369
231	0.06046519121
232	0.060137295
233	0.05994781416
234	0.05977548362
235	0.05962316015
236	0.05942622406
237	0.05916936629
238	0.0588578929
239	0.05866183183
240	0.05862433582
241	0.05836935285
242	0.05816992879
243	0.05806730904
244	0.05803127839
245	0.05783380199
246	0.05761647521
247	0.05722392977
248	0.05707592059
249	0.05688244287
250	0.05657690157
251	0.05637737464
252	0.05617930899
253	0.05606808112
254	0.05603521407
255	0.05589400881
256	0.05566292679
257	0.05533159983
258	0.05515929004
259	0.0548633101
260	0.05471095816
261	0.05451484582
262	0.0544083712
263	0.05417325777
264	0.05405723176
265	0.05377647873
266	0.05375626798
267	0.05370611485
268	0.05348884988
269	0.05342771915
270	0.05320424612
271	0.05318120772
272	0.05296489443
273	0.05295012802
274	0.05273411655
275	0.05267691419
276	0.05238727747
277	0.05217777272
278	0.05197685413
279	0.05188513349
280	0.051667139
281	0.05146739588
282	0.05132038283
283	0.05097677973
284	0.05068647429
285	0.0504046413
286	0.05017438085
287	0.04997264071
288	0.04995373109
289	0.04989868783
290	0.04969427284
291	0.04967305183
292	0.0496225954
293	0.04945511952
294	0.04922673005
295	0.04911708901
296	0.04897137128
297	0.04874622396
298	0.04852619456
299	0.04844102265
300	0.04830350611
301	0.04823590585
302	0.04818291115
303	0.04796261988
304	0.04779507625
305	0.04774779797
306	0.04758096562
307	0.04750885023
308	0.04734203142
309	0.04728813323
310	0.04713497891
311	0.04698063097
312	0.04671754172
313	0.04658833259
314	0.0463689667
315	0.04620786274
316	0.04605188251
317	0.04589050954
318	0.04576490567
319	0.04562082876
320	0.04555539403
321	0.04546345824
322	0.04542294667
323	0.04520516151
324	0.04513497929
325	0.04503427354
326	0.04492638612
327	0.04469016083
328	0.04460795688
329	0.04451996988
330	0.04437719431
331	0.04424233241
332	0.0441895428
333	0.04403931707
334	0.04392975285
335	0.0438410389
336	0.04380366956
337	0.04363029633
338	0.04345320965
339	0.043410483
340	0.04328794033
341	0.04312462311
342	0.04292257388
343	0.04277468213
344	0.04262327823
345	0.04245106521
346	0.04232528874
347	0.04219818842
348	0.04202999792
349	0.04201481655
350	0.04180325158
351	0.04169575359
352	0.04168502146
353	0.04149048317
354	0.04133193796
355	0.04128865573
356	0.04111648397
357	0.04100971126
358	0.04093708698
359	0.040795388
360	0.04066102567
361	0.04063221488
362	0.04038555461
363	0.04023336903
364	0.04020550682
365	0.04006339333
366	0.04005517156
367	0.03993203296
368	0.03990388491
369	0.03969881034
370	0.03953305175
371	0.03947785575
372	0.03931090065
373	0.03925112777
374	0.039142889
375	0.03909201431
376	0.03907845602
377	0.03896267153
378	0.03882734449
379	0.03867933089
380	0.03852338983
381	0.03832444034
382	0.03810221716
383	0.03786208521
384	0.03778411959
385	0.03775908379
386	0.03767200179
387	0.03762052696
388	0.03760981643
389	0.03743542475
390	0.03732733181
391	0.03731578726
392	0.03717994431
393	0.03703229131
394	0.03690759691
395	0.03678430004
396	0.03665837697
397	0.0365348548
398	0.03636658011
399	0.03625359949
400	0.0361145436
401	0.03603981409
402	0.03603109417
403	0.03602035247
404	0.03601212571
405	0.03593471921
406	0.0357727333
407	0.03576394043
408	0.03554443963
409	0.03548067178
410	0.03541897373
411	0.0352905801
412	0.03520312346
413	0.03508074636
414	0.03492294379
415	0.03476234146
416	0.03462498663
417	0.03447358871
418	0.03433275916
419	0.03423895727
420	0.03407835177
421	0.03393981886
422	0.03391448468
423	0.03379224215
424	0.03378289344
425	0.03367690146
426	0.03358368009
427	0.03355714045
428	0.03347062081
429	0.03339877662
430	0.03330262588
431	0.03323985335
432	0.03315068506
433	0.03312194806
434	0.03307218862
435	0.03302015397
436	0.03292028239
437	0.03283231073
438	0.03276199248
439	0.03275465632
440	0.03258199547
441	0.03247891247
442	0.03246980071
443	0.03234860325
444	0.03232535905
445	0.03225328817
446	0.03217720565
447	0.03203386162
448	0.03192601798
449	0.03191826598
450	0.03185875345
451	0.0318531408
452	0.03172384409
453	0.03161197208
454	0.03152976449
455	0.03142836789
456	0.0313720916
457	0.03125587181
458	0.03111241066
459	0.03110581361
460	0.03102902227
461	0.03102306179
462	0.03094064401
463	0.0309039334
464	0.03079072989
465	0.03063000288
466	0.03059243402
467	0.03054115685
468	0.03035353928
469	0.03022428289
470	0.0301118154
471	0.02999817586
472	0.02991812037
473	0.02984483846
474	0.02972942634
475	0.02966642256
476	0.02957470764
477	0.02952043435
478	0.02944456872
479	0.02937175718
480	0.02929114699
481	0.02917822609
482	0.02910497497
483	0.02903332082
484	0.0290166987
485	0.02892800914
486	0.02878245375
487	0.0287709378
488	0.02868925584
489	0.02866183064
490	0.02855295954
491	0.02844467503
492	0.02840425115
493	0.02833164477
494	0.02832573199
495	0.02832071355
496	0.02818998294
497	0.02810901802
498	0.02803823724
499	0.02801096971
500	0.02797798034
501	0.02790589136
502	0.02779266506
503	0.02777080209
504	0.02764692829
505	0.02764213324
506	0.02751116937
507	0.02743919961
508	0.02738102434
509	0.02728418084
510	0.0272505238
511	0.0271873172
512	0.02709443327
513	0.02698628958
514	0.02687636038
515	0.02676488978
516	0.0266912787
517	0.02663519427
518	0.02654738755
519	0.02646777587
520	0.0264277681
521	0.02638094642
522	0.02633370091
523	0.02624723797
524	0.02621749486
525	0.02620431146
526	0.02615022989
527	0.02606628015
528	0.02597678264
529	0.02597018362
530	0.02589222461
531	0.02582686751
532	0.02578170171
533	0.02572074148
534	0.02566436832
535	0.02557242226
536	0.02548925007
537	0.0254036401
538	0.02533845599
539	0.02524791505
540	0.02515145681
541	0.0250973154
542	0.02506581405
543	0.02497899919
544	0.02495687181
545	0.02489566375
546	0.02487483189
547	0.02485481492
548	0.02484922308
549	0.02476668899
550	0.02468102218
551	0.02466369203
552	0.02466014519
553	0.02463446381
554	0.02462832406
555	0.02459899769
556	0.02459250635
557	0.02448278426
558	0.02443287471
559	0.02435481897
560	0.02430822725
561	0.02426980285
562	0.02426433755
563	0.02419751389
564	0.02414498098
565	0.02409286575
566	0.02401240081
567	0.02396079163
568	0.02391789975
569	0.02386944257
570	0.0237639251
571	0.02371434615
572	0.02366082137
573	0.02359216122
574	0.02356747426
575	0.02356477674
576	0.02349436948
577	0.02347594473
578	0.02340825653
579	0.02335778084
580	0.0232988248
581	0.02326701781
582	0.0232084605
583	0.02314600976
